participant,phase,condition,cue,target,response,rt,correct,Column1,Column2
1050,test,1,LATIN,FRENCH,FRENCH,2910,1,,
1050,test,2,VALLEY,LOW,MOUNTAIN,4191,2,,
1050,test,2,FREEWAY,ROAD,CAR,1606,2,,
1050,test,1,DANCER,MUSIC,SINGER,7710,2,,
1050,test,2,FILTHY,DIRT,DIRT,2726,1,,
1050,test,2,ASSISTANCE,HELPER,HELP,2646,2,,
1050,test,1,SAIL,OCEAN,BOAT,3486,2,,
1051,learn,1,MEASUREMENT,HEIGHT,INCH,4156,2,,
1051,learn,1,CHIMNEY,BRICK,ROOF,4629,2,,
1051,learn,1,WELL,DONE,GOOD,3656,2,,
1051,learn,1,GLIDE,HANG,SLIDE,2757,2,,
1051,learn,1,SWING,TREE,PARK,3894,2,,
1051,learn,1,HONEYMOON,ROMANCE,VA,4490,3,,
1051,learn,1,PRESCRIPTION,PILL,MEDICINE,3952,2,,
1051,learn,1,DIAMETER,LENGTH,,4612,3,,
1051,learn,1,SAFARI,DESERT,AFRICA,4424,2,,
1051,learn,1,EYES,COLOR,SEE,3255,2,,
1051,learn,1,EMPIRE,STATE,STA,4819,3,,
1051,learn,1,DANCER,MUSIC,,5000,3,,
1051,learn,1,SAIL,OCEAN,BOAT,2930,2,,
1051,learn,1,STERN,BOAT,MAD,4319,2,,change 3>2 bc full response
1051,learn,1,TEA,LEAVES,CUP,2953,2,,
1051,learn,1,ROBIN,RED,BIRD,3850,2,,
1051,learn,1,CHUNK,BLOCK,,5000,3,,
1051,learn,1,SIDE,ORDER,,5000,3,,
1051,learn,1,DRACULA,SCARY,VAMPIRE,4763,2,,
1051,learn,1,CRUNCH,NOISE,C,3937,3,,
1051,learn,1,LAUNDRY,SOAP,CLOTHES,3886,2,,
1051,learn,1,PORTRAY,SHOW,,5000,3,,
1051,learn,1,INTRODUCE,PRESENT,,5000,3,,
1051,learn,1,COURAGEOUS,LION,BRAVE,3372,2,,
1051,learn,1,ELEVATOR,BUILDING,H,4819,3,,
1051,learn,1,CANYON,MOUNTAIN,,5000,3,,
1051,learn,1,FUGITIVE,RUN,JAIL,3678,2,,
1051,learn,1,PARCEL,BOX,PACKAGE,4579,2,,change 3>2 bc full response
1051,learn,1,ORDER,FORM,FO,4833,3,,
1051,learn,1,LATIN,FRENCH,LANGUAGE,5014,2,,
1051,test,2,ANNUAL,PICNIC, YEARLY,19433,2,,
1051,test,2,COOKOUT,HAMBURGER,GRILL,25550,2,,
1051,test,2,HOTEL,BED,MOTEL,10783,2,,
1051,test,1,INTRODUCE,PRESENT,NAME,25679,2,,
1051,test,1,DRACULA,SCARY,SCARY,2927,1,,
1051,test,2,SINK,HOLE,HOLE,3391,1,,
1051,test,1,PRESCRIPTION,PILL,PILL,4207,1,,
1051,test,1,TEA,LEAVES,CUP,12703,2,,
1051,test,1,LATIN,FRENCH,FRENCH,3759,1,,
1051,test,1,EMPIRE,STATE,BUILDING,4127,2,,
1051,test,1,ORDER,FORM,,64975,3,,
1051,test,2,THEOREM,GEOMETRY,GEOMETRY,26046,1,,
1051,test,1,CHUNK,BLOCK,BLOCK,4335,1,,
1051,test,1,ROBIN,RED,RED,3662,1,,
1051,test,1,FUGITIVE,RUN,RUN,3038,1,,
1051,test,1,PORTRAY,SHOW,SAY,21118,2,,
1051,test,2,USURP,TAKE, PART,44414,2,,
1051,test,2,UNCOMMON,UNIQUE,UNLIKELY,15023,2,,
1051,test,1,STERN,BOAT,MAD,7231,2,,
1051,test,1,PARCEL,BOX,BOX,3615,1,,
1051,test,2,SOUTH,WEST,WEST,2239,1,,
1051,test,2,FILTHY,DIRT,DIRT,2767,1,,
1051,test,1,SAFARI,DESERT,ANIMALS,21534,2,,
1051,test,2,BLOCKADE,WALL,BARRIER,5327,2,,
1051,test,2,ASSISTANCE,HELPER,HELPER,11006,1,,
1051,test,2,NATURE,FOREST,TREES,9742,2,,
1051,test,1,ELEVATOR,BUILDING,BUILDING,3358,1,,
1051,test,2,LIE,STEAL,STEAL,8126,1,,
1051,test,1,SWING,TREE,TREE,3214,1,,
1051,test,1,WELL,DONE,GOOD,6831,2,,
1051,test,1,COURAGEOUS,LION,LION,6367,1,,
1051,test,2,STAR,NIGHT,MOON,5359,2,,
1051,test,1,DANCER,MUSIC,MUSIC,7551,1,,
1051,test,2,NOODLES,CHICKEN,CHICKEN,3310,1,,
1051,test,1,EYES,COLOR,COLOR,4334,1,,
1051,test,2,BISCUIT,COOKIE,COOKIE,3518,1,,
1051,test,2,MODEL,CAR,CAR,2542,1,,
1051,test,2,GRADUATE,CAP,CAP,6591,1,,
1051,test,2,HUT,ISLAND,ISLAND,3454,1,,
1051,test,2,BATTERY,RADIO,POWER,19470,2,,
1051,test,2,VALLEY,LOW,MEADOW,42222,2,,
1051,test,1,CANYON,MOUNTAIN,MOUNTAIN,4766,1,,
1051,test,2,ENERGY,SUN,HAPPY,22238,2,,
1051,test,2,VISIT,LEAVE,SEE,18766,2,,
1051,test,1,CHIMNEY,BRICK,BRICK,3455,1,,
1051,test,1,CRUNCH,NOISE,SOUNS,3343,2,,
1051,test,1,DIAMETER,LENGTH,LENGTH,6815,1,,
1051,test,2,ANCESTOR,FAMILY,FAMILY,3630,1,,
1051,test,1,GLIDE,HANG,SLIDE,13358,2,,
1051,test,1,LAUNDRY,SOAP,CLOTHES,10063,2,,
1051,test,2,CRITIC,ANALYZE,JUDGE,9262,2,,
1051,test,1,MEASUREMENT,HEIGHT,HEIGHT,5311,1,,
1051,test,1,SIDE,ORDER,NEXT TO,34830,2,,
1051,test,2,NITROGEN,CHEMISTRY,SCIENCE,10222,2,,
1051,test,1,HONEYMOON,ROMANCE,ROMANCE,6622,1,,
1051,test,2,EVICT,APARTMENT,APARTMENT,3742,1,,
1051,test,2,FREEWAY,ROAD,CARS,4334,2,,
1051,test,2,SALES,CLOTHES,CLOTHES,9886,1,,
1051,test,1,SAIL,OCEAN,BOAT,1838,2,,
1051,test,2,TASTY,TREAT,FOOD,9182,2,,
1053,learn,1,PRESCRIPTION,PILL,,5000,3,,
1053,learn,1,PORTRAY,SHOW,PICTURE,4102,2,,
1053,learn,1,CRUNCH,NOISE,,5000,3,,
1053,learn,1,SIDE,ORDER,ANGLE,4004,2,,change 3>2 bc full response
1053,learn,1,DIAMETER,LENGTH,MEASUREMENT,4358,2,,change 3>2 bc full response
1053,learn,1,LATIN,FRENCH,LANGUAGE,3401,2,,change 3>2 bc full response
1053,learn,1,SWING,TREE,START,4680,2,,change 3>2 bc full response
1053,learn,1,LAUNDRY,SOAP,DIRTY,3263,2,,change 3>2 bc full response
1053,learn,1,DRACULA,SCARY,VAMPIRE,4279,2,,change 3>2 bc full response
1053,learn,1,STERN,BOAT,FACE,3263,2,,change 3>2 bc full response
1053,learn,1,DANCER,MUSIC,MOVEMENT,4314,2,,change 3>2 bc full response
1053,learn,1,SAIL,OCEAN,BOAT,3405,2,,change 3>2 bc full response
1053,learn,1,CHUNK,BLOCK,,5000,3,,
1053,learn,1,INTRODUCE,PRESENT,ENDING,4613,2,,change 3>2 bc full response
1053,learn,1,PARCEL,BOX,PACKAGE,2674,2,,change 3>2 bc full response
1053,learn,1,ROBIN,RED,HOOD,2596,2,,change 3>2 bc full response
1053,learn,1,CHIMNEY,BRICK,SWEEP,2487,2,,change 3>2 bc full response
1053,learn,1,ORDER,FORM,TOGO,3053,2,,change 3>2 bc full response
1053,learn,1,GLIDE,HANG,SLIDE,4312,2,,change 3>2 bc full response
1053,learn,1,TEA,LEAVES,BISCUTS,3484,2,,change 3>2 bc full response
1053,learn,1,HONEYMOON,ROMANCE,VACATIO,4414,2,,change 3>2 bc full response
1053,learn,1,EMPIRE,STATE,BUILDING,3622,2,,change 3>2 bc full response
1053,learn,1,MEASUREMENT,HEIGHT,,5000,3,,
1053,learn,1,COURAGEOUS,LION,BRAVE,2735,2,,change 3>2 bc full response
1053,learn,1,EYES,COLOR,EARS,4481,2,,change 3>2 bc full response
1053,learn,1,ELEVATOR,BUILDING,LEVEL,3124,2,,change 3>2 bc full response
1053,learn,1,FUGITIVE,RUN,,5000,3,,
1053,learn,1,SAFARI,DESERT,ANIMALS,4306,2,,change 3>2 bc full response
1053,learn,1,WELL,DONE,BEING,2281,2,,change 3>2 bc full response
1053,learn,1,CANYON,MOUNTAIN,RUN,4178,2,,change 3>2 bc full response
1053,test,2,BISCUIT,COOKIE, COOKIE,6948,1,,change 2>1 bc space infront of correct
1053,test,2,CRITIC,ANALYZE,ANALYZE,8510,1,,
1053,test,2,VISIT,LEAVE,LEAVE,4927,1,,
1053,test,2,ANCESTOR,FAMILY,FAMILY,21535,1,,
1053,test,1,DANCER,MUSIC,MUSIC,17966,1,,
1053,test,1,PORTRAY,SHOW,VIEW,39439,2,,
1053,test,2,SALES,CLOTHES,FLOOR,18079,2,,
1053,test,2,BLOCKADE,WALL,WALL,5151,1,,
1053,test,1,STERN,BOAT,TONE,15007,2,,
1053,test,2,STAR,NIGHT,NIGHT,4398,1,,
1053,test,2,UNCOMMON,UNIQUE,UNIQUE,3326,1,,
1053,test,2,NITROGEN,CHEMISTRY,CHEMISTRY,3118,1,,
1053,test,2,ASSISTANCE,HELPER,HELP,15086,2,,
1053,test,2,LIE,STEAL,FUGITIVE,29134,2,,
1053,test,1,CHUNK,BLOCK,BLOCK,7279,1,,
1053,test,1,SAIL,OCEAN,OCEAN,5486,1,,
1053,test,1,EMPIRE,STATE,STATE,4047,1,,
1053,test,1,SAFARI,DESERT,DESERT,3950,1,,
1053,test,2,NOODLES,CHICKEN,CHICKEN,2719,1,,
1053,test,2,MODEL,CAR,RUNWAY,10510,2,,
1053,test,1,SIDE,ORDER,LENGTH,12782,2,,
1053,test,1,INTRODUCE,PRESENT,CONCLUSION,39295,2,,
1053,test,1,PRESCRIPTION,PILL,BOTTLE,7470,2,,
1053,test,1,COURAGEOUS,LION,LION,3470,1,,
1053,test,1,CANYON,MOUNTAIN,TRAIL,17374,2,,
1053,test,2,HUT,ISLAND,ISLAND,2926,1,,
1053,test,1,PARCEL,BOX,BOX,5358,1,,
1053,test,1,ORDER,FORM,FORM,2127,1,,
1053,test,1,ROBIN,RED,RED,3727,1,,
1053,test,1,WELL,DONE,DONE,3311,1,,
1053,test,1,ELEVATOR,BUILDING,FLOOR,6143,2,,
1053,test,2,EVICT,APARTMENT,APARTMENT,8127,1,,
1053,test,2,VALLEY,LOW,GREEN,24319,2,,
1053,test,1,TEA,LEAVES,LEAVES,5327,1,,
1053,test,1,HONEYMOON,ROMANCE,ROMANTIC,4751,2,,
1053,test,2,ENERGY,SUN,DRINK,7551,2,,
1053,test,1,SWING,TREE,ROPE,26223,2,,
1053,test,1,MEASUREMENT,HEIGHT,HEIGHT,54622,1,,
1053,test,2,HOTEL,BED,ROOM,6959,2,,
1053,test,2,USURP,TAKE,UNTIL,11071,2,,
1053,test,2,TASTY,TREAT,TREAT,3151,1,,
1053,test,2,FREEWAY,ROAD,HIGHWAY,18927,2,,
1053,test,2,GRADUATE,CAP,CAP,2255,1,,
1053,test,1,DRACULA,SCARY,TEETH,16927,2,,
1053,test,1,CRUNCH,NOISE,SOUND,6207,2,,
1053,test,1,LATIN,FRENCH,FRENCH,2575,1,,
1053,test,1,LAUNDRY,SOAP,SOAP,2975,1,,
1053,test,1,FUGITIVE,RUN,LIES,3791,2,,
1053,test,2,SINK,HOLE,BATHROOM,11439,2,,
1053,test,2,BATTERY,RADIO,CHARGE,3247,2,,
1053,test,1,CHIMNEY,BRICK,BRICK,2943,1,,
1053,test,2,ANNUAL,PICNIC,LEASE,11391,2,,
1053,test,1,EYES,COLOR,COLOR,3087,1,,
1053,test,1,DIAMETER,LENGTH,LENGTH,15855,1,,
1053,test,2,SOUTH,WEST,WEST,2751,1,,
1053,test,2,THEOREM,GEOMETRY,GEOMETREY ,7647,1,,change 2>1 bc typo
1053,test,2,COOKOUT,HAMBURGER,BBQ,12974,2,,
1053,test,2,NATURE,FOREST,TREES,9182,2,,
1053,test,2,FILTHY,DIRT,SOAP,4910,2,,
1053,test,1,GLIDE,HANG,RUN,10654,2,,
1054,learn,1,FUGITIVE,RUN,,5000,3,,
1054,learn,1,PORTRAY,SHOW,,5000,3,,
1054,learn,1,TEA,LEAVES,,5000,3,,
1054,learn,1,CANYON,MOUNTAIN,,5000,3,,
1054,learn,1,HONEYMOON,ROMANCE,,5000,3,,
1054,learn,1,PARCEL,BOX,,5000,3,,
1054,learn,1,DRACULA,SCARY,,5000,3,,
1054,learn,1,PRESCRIPTION,PILL,,5000,3,,
1054,learn,1,SAIL,OCEAN,,5000,3,,
1054,learn,1,LAUNDRY,SOAP,BASKET,3445,2,,
1054,learn,1,GLIDE,HANG,PARA,4186,2,,
1054,learn,1,DIAMETER,LENGTH,CIRCLE,2944,2,,
1054,learn,1,SIDE,ORDER,LENGTH,3711,2,,
1054,learn,1,CRUNCH,NOISE,BAR,2317,2,,
1054,learn,1,LATIN,FRENCH,GREEK,2714,2,,
1054,learn,1,ROBIN,RED,BIRD,2808,2,,
1054,learn,1,SAFARI,DESERT,TOUR,4401,2,,
1054,learn,1,SWING,TREE,PLAYGROUND,4650,2,,
1054,learn,1,INTRODUCE,PRESENT,ME,3326,2,,
1054,learn,1,ORDER,FORM,MEAL,2838,2,,
1054,learn,1,CHIMNEY,BRICK,TOP,2508,2,,
1054,learn,1,ELEVATOR,BUILDING,STAIRS,3550,2,,
1054,learn,1,EMPIRE,STATE,EMPEROR,4909,2,,change 3>2 bc full response
1054,learn,1,COURAGEOUS,LION,BRAVE,2869,2,,
1054,learn,1,WELL,DONE,DONE,3251,1,,
1054,learn,1,EYES,COLOR,PUPIL,4000,2,,
1054,learn,1,MEASUREMENT,HEIGHT,RULER,2639,2,,
1054,learn,1,DANCER,MUSIC,BALLET,3921,2,,
1054,learn,1,STERN,BOAT,TEACHER,2972,2,,
1054,learn,1,CHUNK,BLOCK,CHANGE,4563,2,,
1054,test,1,SAIL,OCEAN, BOAT,8331,2,,
1054,test,2,SALES,CLOTHES,PERSON,7678,2,,
1054,test,2,THEOREM,GEOMETRY,GEOMETRY,9758,1,,
1054,test,2,EVICT,APARTMENT,APARTMENT,3982,1,,
1054,test,1,LAUNDRY,SOAP,CLOTHES,6894,2,,
1054,test,1,ELEVATOR,BUILDING,BUILDING,2526,1,,
1054,test,1,ORDER,FORM,FORM,4702,1,,
1054,test,1,COURAGEOUS,LION,LION,2094,1,,
1054,test,1,SIDE,ORDER,ORDER,23614,1,,
1054,test,2,NATURE,FOREST,TREES,2862,2,,
1054,test,1,CRUNCH,NOISE,NOISE,3006,1,,
1054,test,1,INTRODUCE,PRESENT,PERSON,28525,2,,
1054,test,2,FILTHY,DIRT,DIRT,3437,1,,
1054,test,2,BLOCKADE,WALL,WALL,3085,1,,
1054,test,1,PARCEL,BOX,ENVELOPE,6366,2,,
1054,test,1,STERN,BOAT,VOICE,14893,2,,
1054,test,2,VISIT,LEAVE,PATIENT,8958,2,,
1054,test,2,HOTEL,BED,ROOM,2445,2,,
1054,test,1,DANCER,MUSIC,MUSIC,2862,1,,
1054,test,2,ANNUAL,PICNIC,MEETING,4878,2,,
1054,test,1,GLIDE,HANG,HANG,2349,1,,
1054,test,1,CHIMNEY,BRICK,BRICK,7054,1,,
1054,test,2,UNCOMMON,UNIQUE,UNIQUE,2590,1,,
1054,test,2,USURP,TAKE,TAKE,4878,1,,
1054,test,1,LATIN,FRENCH,FRENCH,3534,1,,
1054,test,1,CHUNK,BLOCK,BRICK,3678,2,,
1054,test,2,NITROGEN,CHEMISTRY,CHEMISTRY,2462,1,,
1054,test,1,EMPIRE,STATE,ROME,18270,2,,
1054,test,1,PRESCRIPTION,PILL,GLASSES,4926,2,,
1054,test,1,MEASUREMENT,HEIGHT,HEIGHT,4798,1,,
1054,test,1,WELL,DONE,DONE,3614,1,,
1054,test,1,DRACULA,SCARY,BLOOD,7150,2,,
1054,test,2,CRITIC,ANALYZE,ANALYZE,3550,1,,
1054,test,2,HUT,ISLAND,ISLAND,2829,1,,
1054,test,1,DIAMETER,LENGTH,LENGTH,16782,1,,
1054,test,2,TASTY,TREAT,FOOD,4894,2,,
1054,test,2,VALLEY,LOW,OVER,7694,2,,
1054,test,2,ANCESTOR,FAMILY,FAMILY,2910,1,,
1054,test,2,NOODLES,CHICKEN,CHICKEN,3486,1,,
1054,test,1,FUGITIVE,RUN,DETECTIVE,11774,2,,
1054,test,2,STAR,NIGHT,SHAPE,4414,2,,
1054,test,1,SAFARI,DESERT,DESERT,8141,1,,
1054,test,2,SINK,HOLE,HOLE,2494,1,,
1054,test,2,FREEWAY,ROAD,ROAD,1710,1,,
1054,test,1,PORTRAY,SHOW,VILLAIN,18094,2,,
1054,test,2,BISCUIT,COOKIE,BAR,4285,2,,
1054,test,1,SWING,TREE,TREE,4078,1,,
1054,test,2,LIE,STEAL,STEAL,4110,1,,
1054,test,1,TEA,LEAVES,LEAVES,4206,1,,
1054,test,2,BATTERY,RADIO,ELECTRICITY,46910,2,,
1054,test,1,CANYON,MOUNTAIN,GRAND,15198,2,,
1054,test,2,ASSISTANCE,HELPER,HELPER,2766,1,,
1054,test,2,MODEL,CAR,CAR,4222,1,,
1054,test,1,HONEYMOON,ROMANCE,ROMANTIC,9710,2,,
1054,test,2,SOUTH,WEST,WEST,1646,1,,
1054,test,2,COOKOUT,HAMBURGER,HAMBURGER,3230,1,,
1054,test,1,EYES,COLOR,COLOR,2654,1,,
1054,test,2,GRADUATE,CAP,CAP,1662,1,,
1054,test,1,ROBIN,RED,RED,3134,1,,
1054,test,2,ENERGY,SUN,DRINK,15566,2,,
1055,learn,1,SWING,TREE,,5000,3,,
1055,learn,1,CHIMNEY,BRICK,,5000,3,,
1055,learn,1,ROBIN,RED,bOW,4626,2,,change 3>2 bc full response
1055,learn,1,DANCER,MUSIC,SHOW,4335,2,,change 3>2 bc full response
1055,learn,1,WELL,DONE,GOO,4874,2,,change 3>2 bc full response
1055,learn,1,TEA,LEAVES,CUP,2591,2,,change 3>2 bc full response
1055,learn,1,HONEYMOON,ROMANCE,HAPPY,3984,2,,change 3>2 bc full response
1055,learn,1,ORDER,FORM,FOOD,2522,2,,change 3>2 bc full response
1055,learn,1,COURAGEOUS,LION,BRAVE,3103,2,,change 3>2 bc full response
1055,learn,1,CHUNK,BLOCK,TREE,3773,2,,change 3>2 bc full response
1055,learn,1,ELEVATOR,BUILDING,FLOOR,3772,2,,change 3>2 bc full response
1055,learn,1,INTRODUCE,PRESENT,MYSELF,3327,2,,change 3>2 bc full response
1055,learn,1,LAUNDRY,SOAP,CLOTHES,3220,2,,change 3>2 bc full response
1055,learn,1,SAFARI,DESERT,ZOO,3409,2,,change 3>2 bc full response
1055,learn,1,EMPIRE,STATE,,5000,3,,
1055,learn,1,CANYON,MOUNTAIN,DRAW,4281,2,,change 3>2 bc full response
1055,learn,1,EYES,COLOR,HEAD,3177,2,,change 3>2 bc full response
1055,learn,1,MEASUREMENT,HEIGHT,CENTIMETER,4641,2,,change 3>2 bc full response
1055,learn,1,DRACULA,SCARY,N,4249,3,,
1055,learn,1,PRESCRIPTION,PILL,MEDICINE,3867,2,,change 3>2 bc full response
1055,learn,1,GLIDE,HANG,THI,4694,3,,
1055,learn,1,DIAMETER,LENGTH,RULER,4626,2,,change 3>2 bc full response
1055,learn,1,STERN,BOAT,H,4755,3,,
1055,learn,1,SIDE,ORDER,WALK,3391,2,,change 3>2 bc full response
1055,learn,1,PORTRAY,SHOW,DRAW,2745,2,,change 3>2 bc full response
1055,learn,1,SAIL,OCEAN,BOAT,2474,2,,change 3>2 bc full response
1055,learn,1,LATIN,FRENCH,LANGUYAGE,4242,2,,change 3>2 bc full response
1055,learn,1,CRUNCH,NOISE,COOKIES,3215,2,,change 3>2 bc full response
1055,learn,1,PARCEL,BOX,X,4045,3,,
1055,learn,1,FUGITIVE,RUN,RUN,2675,2,,change 3>2 bc full response
1055,test,1,LATIN,FRENCH, FRENCH,6889,1,,change 2>1 bc space infront of correct
1055,test,2,ANNUAL,PICNIC,DAILY,10606,2,,
1055,test,2,THEOREM,GEOMETRY,GEOGRAPHY,6415,2,,
1055,test,1,DIAMETER,LENGTH,HEIGHT,17312,2,,
1055,test,1,ELEVATOR,BUILDING,HOTEL,6431,2,,
1055,test,2,HUT,ISLAND,X,9919,2,,
1055,test,2,BLOCKADE,WALL,BUILDING,11759,2,,
1055,test,1,ROBIN,RED,RED,3727,1,,
1055,test,2,GRADUATE,CAP,CAP,2927,1,,
1055,test,1,DANCER,MUSIC,MUSIC,3423,1,,
1055,test,2,NOODLES,CHICKEN,CHICKEN,4334,1,,
1055,test,1,TEA,LEAVES,CUP,3295,2,,
1055,test,2,ANCESTOR,FAMILY,GENERATIONS,8862,2,,
1055,test,2,CRITIC,ANALYZE,NEWS,4606,2,,
1055,test,1,DRACULA,SCARY,SCARY,7326,1,,
1055,test,1,PORTRAY,SHOW,COLOR,6703,2,,
1055,test,2,USURP,TAKE,X,3919,2,,
1055,test,1,CHUNK,BLOCK,TREE,10031,2,,
1055,test,2,BISCUIT,COOKIE,COOKIES,6351,1,,change 2>1 bc plural
1055,test,1,CRUNCH,NOISE,NOISE,7327,1,,
1055,test,1,SAIL,OCEAN,WATER,6495,2,,
1055,test,2,NATURE,FOREST,TREE,2638,2,,
1055,test,2,ENERGY,SUN,DRINK,7182,2,,
1055,test,2,SOUTH,WEST,WEST,4719,1,,
1055,test,2,SINK,HOLE,BOAT,5231,2,,
1055,test,2,SALES,CLOTHES,STORE,6942,2,,
1055,test,1,INTRODUCE,PRESENT,YOURSELF,11534,2,,
1055,test,1,EMPIRE,STATE,STATES,4606,1,,change 2>1 bc plural
1055,test,1,FUGITIVE,RUN,RUN,3119,1,,
1055,test,1,PRESCRIPTION,PILL,PILL,2670,1,,
1055,test,1,SWING,TREE,TREE,5535,1,,
1055,test,1,SAFARI,DESERT,DESERT,3263,1,,
1055,test,1,HONEYMOON,ROMANCE,VACATION,25279,2,,
1055,test,2,COOKOUT,HAMBURGER,COOK,11118,2,,
1055,test,2,TASTY,TREAT,FOOD,3455,2,,
1055,test,1,ORDER,FORM,PAGE,24543,2,,
1055,test,2,LIE,STEAL,TRUTH,3870,2,,
1055,test,1,CANYON,MOUNTAIN,,10591,2,,
1055,test,2,STAR,NIGHT,NIGHT,6671,1,,
1055,test,2,FILTHY,DIRT,LIER,4463,2,,
1055,test,2,BATTERY,RADIO,CAR,31087,2,,
1055,test,2,UNCOMMON,UNIQUE,UNIQUE,10606,1,,
1055,test,2,HOTEL,BED,ROOM,11246,2,,
1055,test,2,MODEL,CAR,CAR,3838,1,,
1055,test,2,FREEWAY,ROAD,TRAFFIC,3390,2,,
1055,test,1,SIDE,ORDER,WALK,4207,2,,
1055,test,1,CHIMNEY,BRICK,ZOO,3839,2,,
1055,test,1,LAUNDRY,SOAP,DISHES,9855,2,,
1055,test,1,PARCEL,BOX,,1631,2,,
1055,test,2,VALLEY,LOW,ROAD,7487,2,,
1055,test,1,COURAGEOUS,LION,BRAVE,2958,2,,
1055,test,1,GLIDE,HANG,,1343,2,,
1055,test,1,EYES,COLOR,COLOR,3375,1,,
1055,test,1,MEASUREMENT,HEIGHT,HEIGHT,5566,1,,
1055,test,1,WELL,DONE,DONE,4127,1,,
1055,test,2,NITROGEN,CHEMISTRY,CHEMISTRY,15087,1,,
1055,test,1,STERN,BOAT,,2270,2,,
1055,test,2,ASSISTANCE,HELPER,HELP,2878,2,,
1055,test,2,EVICT,APARTMENT,LAW,10862,2,,
1055,test,2,VISIT,LEAVE,SEE,5935,2,,
1056,learn,1,LAUNDRY,SOAP,CLOTHES,4584,2,,change 3>2 bc full response
1056,learn,1,SAIL,OCEAN,BOAT,3428,2,,
1056,learn,1,SIDE,ORDER,BY,4661,2,,
1056,learn,1,PARCEL,BOX,UMBRELLA,4363,2,,change 3>2 bc full response
1056,learn,1,GLIDE,HANG,HANG,3167,1,,
1056,learn,1,CHIMNEY,BRICK,SMOKE,3073,2,,
1056,learn,1,MEASUREMENT,HEIGHT,TAPE,4037,2,,
1056,learn,1,SAFARI,DESERT,JEEP,4172,2,,
1056,learn,1,ELEVATOR,BUILDING,UP,2209,2,,
1056,learn,1,WELL,DONE,WATER,2719,2,,
1056,learn,1,PRESCRIPTION,PILL,MEDICATION,4944,2,,
1056,learn,1,TEA,LEAVES,SPILL,2997,2,,
1056,learn,1,DIAMETER,LENGTH,CIRCLE,2856,2,,
1056,learn,1,CHUNK,BLOCK,BRICK,4924,2,,
1056,learn,1,DRACULA,SCARY,VAMPIRE,4976,2,,
1056,learn,1,EMPIRE,STATE,,4069,3,,
1056,learn,1,PORTRAY,SHOW,ART,2678,2,,
1056,learn,1,LATIN,FRENCH,WORDS,3055,2,,
1056,learn,1,FUGITIVE,RUN,CRIMINAL,4166,2,,
1056,learn,1,STERN,BOAT,STRICT,3449,2,,
1056,learn,1,EYES,COLOR,NOSE,2910,2,,
1056,learn,1,COURAGEOUS,LION,BRAVE,2680,2,,
1056,learn,1,CRUNCH,NOISE,BAR,3995,2,,
1056,learn,1,CANYON,MOUNTAIN,GRAND,3320,2,,
1056,learn,1,DANCER,MUSIC,SONG,4086,2,,
1056,learn,1,ROBIN,RED,HOOD,2651,2,,
1056,learn,1,SWING,TREE,SAW,2750,2,,
1056,learn,1,ORDER,FORM,HA,4384,3,,
1056,learn,1,INTRODUCE,PRESENT,MEET,3026,2,,
1056,learn,1,HONEYMOON,ROMANCE,COUPLE,4154,2,,change 3>2 bc full response
1056,test,1,COURAGEOUS,LION, LION,7864,1,,change 2>1 bc space infront of correct
1056,test,1,PORTRAY,SHOW,PLAY,8687,2,,
1056,test,1,SIDE,ORDER,ORDER,13054,1,,
1056,test,2,BLOCKADE,WALL,WALL,8767,1,,
1056,test,1,CHIMNEY,BRICK,BRICK,4926,1,,
1056,test,1,EYES,COLOR,COLOR,3678,1,,
1056,test,2,HUT,ISLAND,ISLAND,2926,1,,
1056,test,1,ELEVATOR,BUILDING,BUILDING,6046,1,,
1056,test,2,BISCUIT,COOKIE,COOKIE,5646,1,,
1056,test,2,FILTHY,DIRT,DIRT,3150,1,,
1056,test,2,MODEL,CAR,DISPLAY,26590,2,,
1056,test,2,NITROGEN,CHEMISTRY,CHEMISTRY,4158,1,,
1056,test,1,CRUNCH,NOISE,BITE,14671,2,,
1056,test,2,LIE,STEAL,DISHONESTY,17007,2,,
1056,test,1,DANCER,MUSIC,MUSIC,6463,1,,
1056,test,2,UNCOMMON,UNIQUE,UNIQUE,4591,1,,
1056,test,2,HOTEL,BED,LOBBY,24382,2,,
1056,test,1,INTRODUCE,PRESENT,PRESENT,10079,1,,
1056,test,2,BATTERY,RADIO,RADIO,14110,1,,
1056,test,1,LAUNDRY,SOAP,PILE,4287,2,,
1056,test,2,EVICT,APARTMENT,APARTMENT,6751,1,,
1056,test,2,STAR,NIGHT,NIGHT,5903,1,,
1056,test,2,COOKOUT,HAMBURGER,HAMBURGER,6527,1,,
1056,test,1,MEASUREMENT,HEIGHT,DIAMETER,17951,2,,
1056,test,1,SWING,TREE,TREE,8494,1,,
1056,test,2,VISIT,LEAVE,LEAVE,3215,1,,
1056,test,1,FUGITIVE,RUN,ESCAPE,24430,2,,
1056,test,1,CHUNK,BLOCK,CRUNCH,10686,2,,
1056,test,1,LATIN,FRENCH,FRENCH,3758,1,,
1056,test,1,SAIL,OCEAN,BOAT,4447,2,,
1056,test,1,HONEYMOON,ROMANCE,PLANE,13054,2,,
1056,test,2,SINK,HOLE,SWIM,6110,2,,
1056,test,1,EMPIRE,STATE,PEOPLE,16398,2,,
1056,test,1,CANYON,MOUNTAIN,MOUNTAIN,4494,1,,
1056,test,1,ROBIN,RED,RED,2271,1,,
